id,name,host_id,host_name,neighbourhood_group,neighbourhood,latitude,longitude,room_type,price,minimum_nights,number_of_reviews,last_review,reviews_per_month,calculated_host_listings_count,availability_365,number_of_reviews_ltm,license
511064,Cozy apartment | 4 pax | Jewish Ghetto | A/C |WIFI,2508340,Giacomo,Isole,Cannaregio,45.44468,12.32514,Entire home/apt,147,3,62,2024-04-22,0.43,20,280,3,IT027042B4SFBL7I96
522028,Private room - super friendly flat,2306935,Jacopo,Isole,San Polo,45.43558,12.32698,Entire home/apt,107,2,348,2024-10-03,2.30,1,195,28,IT027042C2WDL8MPV4
531274,Feel like home...at Cannaregio,2604353,Marina,Isole,Cannaregio,45.44001,12.33808,Private room,120,3,402,2024-10-30,2.66,1,174,26,IT027042C2HLWQ3QU8
531863,Venice - Apartment Gugghenheim,2613819,Fabio,Isole,Dorsoduro,45.43092,12.33158,Entire home/apt,110,2,319,2024-11-26,2.12,1,203,42,IT027042C2SGL3SYNP
534348,Single Room,571311,Debora,Isole,Cannaregio,45.43948,12.33649,Private room,,1,23,2022-12-29,0.19,7,0,0,
534360,Double Economy Room WITHOUT View,571311,Debora,Isole,Cannaregio,45.43947,12.33647,Private room,,1,12,2023-01-19,0.10,7,0,0,
534364,Double Room Little Canal View,571311,Debora,Isole,Cannaregio,45.43947,12.33647,Private room,,1,2,2017-04-10,0.02,7,0,0,
534374,Double Room overlook Canal Grande,571311,Debora,Isole,Cannaregio,45.43951,12.33645,Private room,,1,1,2022-09-08,0.04,7,0,0,
534382,Triple Room Little Canal View,571311,Debora,Isole,Cannaregio,45.43945,12.33647,Private room,,1,16,2022-12-28,0.19,7,0,0,
534387,Quadruple Room Little Canal View,571311,Debora,Isole,Cannaregio,45.43951,12.33647,Private room,,1,4,2022-02-11,0.05,7,0,0,
536332,Apartment Arsenale - Venice Historical Centre,2634978,Veniceapartment-Com,Isole,Castello,45.4332,12.35018,Entire home/apt,133,1,65,2024-11-02,0.44,133,351,4,
540832,Amazing view by the canal 027042-LOC-02418,2658606,Luca,Isole,Santa Croce,45.43859,12.32502,Entire home/apt,379,3,139,2024-11-04,1.02,1,347,15,IT027042C2JZACYLIT
544834,Le Tango. In the Venice heart,2679233,Caterina,Isole,San Marco,45.43556,12.33504,Entire home/apt,139,4,308,2024-11-13,2.08,1,134,44,IT027042C2D86S27EB
544984,Accogliente nella città labirinto,2679513,Elena,Isole,Dorsoduro,45.43327,12.31684,Entire home/apt,109,3,415,2024-11-02,2.77,1,166,26,IT027042C2VPMISRUP
563510,"Apartment Altana, Amazing Grand Canal View",2634978,Veniceapartment-Com,Isole,Cannaregio,45.44124,12.32234,Entire home/apt,312,1,225,2024-10-31,1.62,133,308,19,IT027042B4FP4CRU8D
567154,Bright&comfy flat in Venice,2790016,Chadia,Isole,Giudecca,45.42473,12.32495,Entire home/apt,140,2,122,2024-10-31,0.82,2,309,4,IT027042C2CWLH4EZA
574922,Romantic Getaway Moments from the Rialto Bridge,2635450,Paola,Isole,San Polo,45.43884,12.33321,Entire home/apt,100,2,361,2024-11-27,2.43,1,330,58,IT027042C2SC27L27K
582409,Adel's silent room in lively Venice,2859698,Adel,Isole,Cannaregio,45.44348,12.32946,Private room,99,2,116,2024-09-29,0.77,3,189,1,IT027042C2FZTESQDA
589316,in venice between sea and lagoon,2906995,Aniuta,Isole,Lido,45.41234,12.37091,Entire home/apt,155,3,96,2024-09-06,0.68,3,228,8,IT027042C2HKWCPZEZ
603168,Le Guglie LT in Venice,2985972,Paolo,Isole,Cannaregio,45.44582,12.32494,Private room,83,3,574,2024-11-04,3.89,3,233,51,IT027042C20E08PR6M
613153,"adel, friendly and family home",2859698,Adel,Isole,Cannaregio,45.44379,12.32997,Entire home/apt,280,3,38,2024-10-29,0.27,3,165,4,IT027042C2FZTESQDA
617429,Romantic Hotel in Venice San Marco,3060084,Giacomo,Isole,San Marco,45.434,12.33068,Hotel room,377,1,133,2024-11-14,1.99,7,272,6,IT027042B43DQF4FFN
618422,Rialto Mercato with Canal Grande view,3063776,Maurizio,Isole,San Polo,45.43927,12.33347,Entire home/apt,200,3,421,2024-11-27,2.82,1,294,41,
630388,Marco Venice Apartment in Venice center,381172,Marco,Isole,Castello,45.43818,12.34618,Entire home/apt,250,4,227,2024-11-03,1.55,1,79,25,IT027042C2XKPCFB26
634018,nice private room,3156876,Bruna,Terraferma,Marghera,45.47456,12.22742,Private room,51,4,438,2024-11-18,3.12,5,339,34,IT027042C1QOKNW446
634685,Private rooms near venice,3161400,Gianni,Terraferma,Marghera Catene,45.47796,12.21313,Private room,65,2,409,2024-10-30,2.90,7,310,25,IT027042C2Y4AIS5J7
641360,Very nice flat near Rialto Bridge,3204162,Andrea E Alessandra,Isole,San Polo,45.43924,12.33432,Entire home/apt,1571,30,269,2022-05-07,1.80,1,159,0,
2371050,The house of Miracles,12113075,Roberto,Isole,Cannaregio,45.43922,12.33808,Entire home/apt,269,3,51,2024-11-03,0.39,1,275,8,
2377412,HERMITAGE - Terrace on the Grand Canal.,10189388,Raffaella,Isole,Cannaregio,45.44055,12.33509,Entire home/apt,258,2,113,2024-10-21,0.95,18,338,18,IT027042B49VZ3SKE6
2377469,sweet home with garden,12145490,Micaela,Isole,Santa Croce,45.43718,12.32321,Entire home/apt,100,4,406,2024-11-17,3.09,4,85,21,IT027042C25CQKOJAU
2377640,Rialto Small apartment overlooking a typical canal,12146304,Laura,Isole,Santa Croce,45.440464,12.331395,Entire home/apt,91,2,628,2024-11-17,4.79,1,247,85,IT027042B4CAI3KYDQ
2402601,Apartment in the heart of Venice,12279519,Barbara,Isole,Cannaregio,45.44223,12.33649,Entire home/apt,,3,12,2014-09-15,0.09,1,359,0,
2414379,Ca' sull'acqua,9372174,Teresa,Isole,Cannaregio,45.44268,12.34118,Entire home/apt,136,1,207,2024-11-24,1.98,2,32,23,
2414485,Venice in 10min. Public car parking free of charge,12342250,Alessandra,Terraferma,Bissuola,45.49365,12.26665,Entire home/apt,58,1,350,2024-11-17,2.67,1,359,58,IT027042C2PH8NT9TL
2428828,CA' PROVERBI - Duplex flat in historic Palace,10189388,Raffaella,Isole,Cannaregio,45.44083,12.33741,Entire home/apt,,2,20,2024-09-29,0.16,18,132,4,IT027042B4E8JGRL78
2429764,Enchanted Star Room center Venice,4097735,Roberto,Isole,Sant'Elena,45.42693,12.36047,Private room,130,3,159,2024-07-13,1.28,4,43,2,IT027042C1NMTFI8VQ
2458244,Appartement Fenice I,12569265,Fiorella,Isole,San Marco,45.43324,12.33627,Entire home/apt,200,3,223,2024-11-05,1.73,2,329,22,IT027042C27VAW776V
2458625,Appartement Fenice II,12569265,Fiorella,Isole,San Marco,45.43411,12.33292,Entire home/apt,215,3,145,2024-11-02,1.13,2,239,13,IT027042C2XMVJ7YFN
2503722,"Bright apartment in Sestiere Dorsoduro, A/C",1711822,Lucia,Isole,Dorsoduro,45.43388,12.31935,Entire home/apt,126,7,61,2024-05-31,0.47,1,75,4,IT027042C2Z6IDL5G2
2510812,Double Superior Room,116144,Giò&Giò,Isole,San Marco,45.43335,12.33287,Private room,765,1,130,2023-07-08,1.03,3,39,0,IT027042B4RZ8EK8UI
2551555,"VILLA LIBERTY  WITH GARDEN, SEAFRONT",11569700,Simonetta,Isole,Lido,45.40905,12.37076,Entire home/apt,450,5,45,2024-09-29,0.39,1,237,9,IT027042C2YCMHACFM
2555676,Romantic house at the Zattere,10194247,Cristina,Isole,Dorsoduro,45.42867,12.33125,Entire home/apt,150,1,695,2024-11-10,5.37,1,331,74,IT027042C2TFLFPIK4
2556380,Youatmolino Art Apartment,13088946,Stefano,Isole,Giudecca,45.42827,12.31936,Entire home/apt,120,2,28,2024-07-05,0.23,1,0,2,M0270429717
2559866,Corner canal first floor apartment Ca' dei Canali,13084422,Michela,Isole,Dorsoduro,45.4324,12.32206,Entire home/apt,,3,322,2024-11-25,2.48,1,7,48,IT027042B44SYHMYL9
2589159,Romite @ Locappart - Calm & Canal view,12982157,Locappart,Isole,Dorsoduro,45.43125,12.32548,Entire home/apt,127,1,138,2024-11-20,1.30,26,327,20,
2596383,Sant’Agostino @ Locappart - Canal view,12982157,Locappart,Isole,San Polo,45.43717,12.32805,Entire home/apt,140,1,19,2024-06-10,0.21,26,309,1,
2597953,Severo @ Locappart - Calm and canal view,12982157,Locappart,Isole,Castello,45.43786,12.34227,Entire home/apt,133,1,50,2024-11-03,0.51,26,355,14,
2598016,"Tedeschi @ Locappart - Quiet, beams and tiles",12982157,Locappart,Isole,Santa Croce,45.43924,12.32542,Entire home/apt,146,1,48,2024-10-27,0.48,26,347,11,
2603405,Simeone IV Piccolo @ Locappart - Beams and yard,12982157,Locappart,Isole,Santa Croce,45.44012,12.32395,Entire home/apt,140,1,103,2024-11-23,1.02,26,259,16,
2603624,Lana @ Locappart - Roof view,12982157,Locappart,Isole,Santa Croce,45.43921,12.32225,Entire home/apt,140,1,26,2024-09-27,0.30,26,347,6,
2604417,Lovely apartment with 2 terraces,11864228,Orsola,Isole,Castello,45.43838,12.33967,Entire home/apt,189,3,240,2024-11-01,1.93,6,309,7,IT027042C2Y95WLV8X
2610193,Very central apartment for 4 people,11864228,Orsola,Isole,Castello,45.43843,12.33957,Entire home/apt,169,3,200,2024-11-03,1.56,6,327,16,IT027042C2KIGPIURZ
2614032,Appartamento centrale a Venezia 2,1862349,Elide,Isole,Cannaregio,45.43913,12.33988,Entire home/apt,87,3,422,2024-12-06,3.31,4,145,76,it027042b4guejj97w
2624054,Casanova Penthouse near Rialto rooftop view,13439503,Elisabetta,Isole,Cannaregio,45.43942,12.33786,Entire home/apt,176,3,449,2024-11-17,3.51,1,187,38,IT027042C22FAJ63SK
2632418,HistoricalCenterSuite with Private Bath.,1300751,Frederico,Isole,San Polo,45.43778,12.32628,Private room,65,3,364,2024-11-24,2.82,3,51,43,IT027042C2TYJSO7Q6
2635900,Ca Rio Marin,13497609,Rita,Isole,Santa Croce,45.44019,12.32366,Entire home/apt,151,4,252,2024-11-07,2.11,1,252,31,IT027042C2NZJKCKG8
2648218,SCRIGNO - Flat for 2 in the Jewish Ghetto,10189388,Raffaella,Isole,Cannaregio,45.44515,12.32609,Entire home/apt,260,2,14,2024-09-15,0.11,18,263,1,IT027042B4HHEMW2XE
2699532,ART PAINTING spacious apartment with canal view,10988715,Andrea,Isole,Cannaregio,45.44744,12.32604,Entire home/apt,129,2,222,2024-09-04,1.72,15,321,9,IT027042C29FVDMFV3
2704532,Breathtaking view in a 1500s Palace,369617,Irene,Isole,Cannaregio,45.44054,12.33858,Entire home/apt,156,3,293,2024-11-08,2.27,4,264,40,IT027042C2HFDC3R9G
2711607,Molino Stucky Palace elegant apartment,9971120,Silvia,Isole,Giudecca,45.427826,12.318919,Entire home/apt,124,3,100,2024-11-02,0.78,1,341,6,027042-LOC-13012
2735280,Cà Rina two steps away from San Marco.,13996037,Elisa,Isole,Castello,45.43624,12.3445,Entire home/apt,79,2,248,2024-11-17,1.93,1,143,46,IT027042C228XAH6GY
2735333,Ca' Fortuny apartment in San Marco,12113015,Mario,Isole,San Marco,45.43499,12.33273,Entire home/apt,202,3,303,2024-12-01,2.41,19,284,62,027042 LOC 00553
2737073,"Un ""nido"" nell'emozionante Venezia",14004630,Rosa  Rossella,Isole,Cannaregio,45.44225,12.33977,Entire home/apt,119,3,531,2024-11-26,4.10,1,74,52,IT027042C2KSSM343F
2744576,Appartamento vista laguna,14040811,Adriana,Isole,Lido,45.42156,12.37597,Entire home/apt,146,3,112,2024-11-05,0.86,3,235,13,IT027042C2BH9QUYXJ
909754,Your home in Venice 2 bedrooms 2 bathrooms Wifi AC,4879104,Giovanni,Isole,Castello,45.43702,12.34714,Entire home/apt,104,2,528,2024-11-18,3.69,2,219,46,IT027042C2UKIQUZ6R
926604,a garden on the water,4986069,Andrea,Isole,Cannaregio,45.44312,12.33725,Private room,,2,164,2022-07-24,1.17,1,300,0,IT027042B4DX2DW6DR
932119,Apt Guggenheim: Breathtaking view on Grand Canal,5022636,Monica,Isole,Dorsoduro,45.43039,12.33125,Entire home/apt,300,3,212,2024-09-25,1.55,1,162,32,IT027042C29KLDIG4V
945052,ca' di paolo,123920,Giorgio,Isole,Castello,45.43273,12.35553,Entire home/apt,190,2,63,2022-08-26,0.44,2,335,0,IT027042C2QTDOD2Q5
954068,ca' vittoria,123920,Giorgio,Isole,Cannaregio,45.44733,12.32736,Entire home/apt,250,2,74,2019-10-09,0.52,2,317,0,IT027042C2SVGXCOPI
962131,Charming apartment in San Marco,5240699,Serena,Isole,San Marco,45.43552,12.33796,Entire home/apt,195,3,7,2024-10-07,0.08,3,223,1,IT027042B4SJ5D7MXR
963154,Delightful apartment in San Marco,5240699,Serena,Isole,San Marco,45.4367,12.33721,Entire home/apt,248,3,58,2024-09-14,0.50,3,299,4,IT027042B467PYN2BT
964344,"room on the water ""PERLA BIANCA""",5256801,Giusy,Isole,Cannaregio,45.44548,12.32916,Private room,1000,3,458,2024-10-28,3.21,4,50,33,IT027042C26N57CI27
970938,Atelier 5_cozy art double room with balcony,5304725,Masha & Claudio,Isole,Cannaregio,45.44582,12.32214,Private room,45,3,419,2024-11-29,2.93,3,124,53,IT027042C2MDYXS5TY
973340,Atelier 5_cozy art rooms,5304725,Masha & Claudio,Isole,Cannaregio,45.44573,12.32212,Private room,46,3,487,2024-12-01,3.42,3,127,59,IT027042C2MDYXS5TY
975073,Live Venice as a real Venetian,5332703,Giovanna,Isole,San Marco,45.43836,12.33661,Entire home/apt,101,3,405,2024-11-19,2.85,1,344,34,IT027042B457W4QTF2
985304,Venezia-Palazzo della Sensa,5405444,Flavia,Isole,Cannaregio,45.44607,12.3297,Entire home/apt,320,2,231,2024-11-03,1.63,2,356,27,
986851,Apartment gli angeli  in the heart of Venice,5415509,Appartamento Gli Angeli  Venezia,Isole,Castello,45.43435,12.35134,Entire home/apt,206,3,95,2024-11-05,0.68,2,358,12,IT027042C2YN4QHG7B
996282,Venezia al mare tra il verde,2906995,Aniuta,Isole,Lido,45.39859,12.35953,Entire home/apt,132,3,88,2023-06-04,0.63,3,166,0,IT027042C2TRNRBJSM
999441,"120 sqm bright, spacious  apartment w/4 AC units!",5494074,Petter,Isole,Lido,45.41015,12.36555,Entire home/apt,220,4,123,2024-10-21,0.88,1,171,4,
1000262,Malcanton del Gaffaro apartment (027042LOC00110),5515810,Mario,Isole,Dorsoduro,45.43653,12.32176,Entire home/apt,100,3,260,2024-11-19,1.83,1,330,24,IT027042C2556TJUDW
1005533,Palazzetto San Lio - Palazzo,5530301,Alessandro,Isole,Castello,45.43704,12.34073,Hotel room,180,3,44,2024-01-01,0.31,5,303,2,027042UAM00222
1011701,"San Felice,flat with large terrace",5565167,Elisa,Isole,Cannaregio,45.44328,12.33347,Entire home/apt,115,7,109,2024-11-02,0.77,1,163,14,IT027042C24RNCRMTL
1012804,Rialto-Bright & Panoramic Penthouse,2486103,Giorgia,Isole,Santa Croce,45.44022,12.3274,Entire home/apt,205,2,54,2020-02-23,0.38,1,3,0,IT027042C2E5439A5B
1020909,"Palazzetto San Lio, Rialto - Abbaino TA",5530301,Alessandro,Isole,Castello,45.43704,12.33835,Hotel room,157,2,26,2024-09-27,0.19,5,128,2,027042UAM00222
1034213,Spectacular view on San Marco,122630022,Antonella,Isole,Castello,45.43656,12.3428,Entire home/apt,151,5,403,2024-11-14,2.85,1,166,28,IT027042B47NEBKEA7
1034640,Appartemento Vacanza Alberoni,5694775,Alessandro,Isole,Alberoni,45.34704,12.31881,Entire home/apt,95,2,53,2024-11-03,0.38,1,269,7,IT027042C25VNRO9DF
1038620,Il meglio di Venezia,3437195,Valentina,Isole,Cannaregio,45.4439,12.32876,Private room,132,2,119,2024-09-01,0.85,4,201,2,
1041640,"Pet Friendly Apartment, Garden, A/C & Speedy WIFI",2508340,Giacomo,Isole,Cannaregio,45.44607,12.32767,Entire home/apt,97,2,271,2024-11-09,1.94,20,320,12,IT027042B45CJ3PGKB
1043678,Venice - the city of arts and romance,5683149,Nadiya,Terraferma,Favaro,45.50378,12.27468,Private room,39,2,577,2024-11-06,4.12,1,216,62,IT027042C1IZ7J9MWY
1045123,"Palazzetto San Lio, Rialto - Baldacchino",5530301,Alessandro,Isole,Castello,45.43729,12.33963,Hotel room,134,2,35,2024-10-15,0.25,5,131,4,027042UAM00222
1100254,***VENEZIA - CORTE DELLA COMARE***,5732682,Rocco,Isole,Dorsoduro,45.43260955810547,12.326448440551758,Entire home/apt,89,3,152,2024-11-12,1.08,2,342,20,IT027042C2NTWWMNWY
1119040,Incantevole Venezia,6141048,Paolo Dal Cin,Isole,Santa Croce,45.44217,12.32837,Entire home/apt,240,3,492,2024-12-01,3.51,2,290,58,IT027042B4T48W6BNA
1126573,"2Modern apartment, S.Marco, 3+1",6180481,Stefano.,Isole,Castello,45.43376,12.34235,Entire home/apt,153,3,281,2024-11-15,1.99,5,264,51,
1142769,PRETTY & CUTE - CA' D'ORO APARTMENT,1863344,Tobia,Isole,Cannaregio,45.44255,12.33472,Entire home/apt,150,3,372,2024-10-28,2.65,3,321,21,IT027042C23MZOZMB7
1142800,Motor Yacht Bert - Boat&Breakfast,5984510,Stefano,Isole,Vignole,45.43677,12.3754,Private room,330,1,0,,,1,365,0,
1149625,In the heart of Venice,6289583,Francesco,Isole,Cannaregio,45.44616,12.33176,Entire home/apt,,3,114,2018-10-30,0.88,1,0,0,
1152739,"Close to train station,  charming garden",3602985,Eva,Isole,Cannaregio,45.44339,12.32315,Entire home/apt,240,3,113,2024-11-02,0.81,1,322,15,IT027042C2BHYR7B5A
1163834,3 Min.Walk from St.Mark's Square CL,4018771,Francesco And Nina,Isole,Castello,45.43648,12.33969,Entire home/apt,75,3,258,2024-11-18,1.92,5,333,50,
1169013,"Ca Molin by Venicevillas, vista canale",294951,Venicevillas,Isole,Cannaregio,45.442333,12.331694,Entire home/apt,91,1,420,2024-12-05,3.03,22,316,40,IT027042B4T8KVNQ9K
1177309,Red Rose : Big apartment in an historical palace,6019189,Federico,Isole,Santa Croce,45.44058,12.32703,Entire home/apt,152,3,279,2024-11-13,1.99,19,331,20,IT027042B4BUD4ALT8
1188334,Elegant Canal-Side Apartment Close to St Mark's Square,4893459,Roberta,Isole,San Marco,45.43418,12.33417,Entire home/apt,236,7,323,2024-11-05,2.81,2,239,43,IT027042C24JLQFL4E
1196659,Bed and breakfast Ca'Isidoro Venice,6538340,Fabio,Isole,Castello,45.43625,12.34555,Private room,144,3,154,2024-10-28,1.11,1,29,6,IT027042B4YX2ECCFJ
1230451,CENTRAL APARTMENT WITH LOVELY VIEW,6516852,Luli,Isole,Cannaregio,45.44305,12.32975,Entire home/apt,170,5,126,2024-10-30,0.91,1,331,6,027042-LOC-14422
1231584,Contemporary Apartment in Venice FF,5862083,Silvia,Isole,San Marco,45.43319,12.32764,Entire home/apt,1000,1,207,2024-11-18,1.50,28,339,17,IT027042B4XL9ZJ8JD
1238329,Venice & Venice☆private room with bathroom ☆,6798407,Monica,Isole,Cannaregio,45.43919,12.33786,Private room,77,2,471,2024-07-02,3.40,4,233,3,IT027042B4VQY5M4VR
1250065,Cute and fully restored apartment,6709903,Irene,Isole,Cannaregio,45.44557875484185,12.324439161145689,Entire home/apt,70,3,378,2024-11-16,2.71,1,334,51,
1257881,"San Basegio ai Squeri, Dorsoduro (027242LOC02244)",6851473,Giovanni,Isole,Dorsoduro,45.4323,12.31915,Entire home/apt,100,3,208,2024-11-11,1.49,1,293,25,IT027042C2T2ELYPIP
1266716,CASA DAVIDE perfect location wi-fi,6895356,Davide,Isole,Castello,45.43367,12.35308,Entire home/apt,98,5,116,2024-11-23,0.84,1,154,21,IT027042C25VFZ2W79
1269492,Ca D'Oro - Venice City centre,6909631,Federico,Isole,Cannaregio,45.441135,12.334514,Entire home/apt,157,2,294,2024-11-11,2.34,2,347,52,IT027042C2JS9DZSUB
1275433,Strada Nova - Apartment Venice city center,6909631,Federico,Isole,Cannaregio,45.441233717236436,12.335726272863669,Entire home/apt,127,2,98,2024-11-02,0.76,2,362,33,IT027042C2AS5KW6QB
1285495,"Near San Marco, new and bright",6993991,Tania,Isole,Castello,45.43698,12.34445,Entire home/apt,119,3,141,2024-11-01,1.07,2,293,12,IT027042C2HRZC9MWN
1290689,Saint's Mark Apartment Venice,5862083,Silvia,Isole,San Marco,45.43192,12.33477,Entire home/apt,1000,1,161,2024-11-17,1.18,28,309,16,027042-LOC-00943
1293404,"Apartment Ruga, 2 rooms with Venetian view",1617572,Silvia,Isole,Castello,45.433489,12.35742,Entire home/apt,195,1,43,2022-07-05,0.31,20,264,0,IT027042B4MZQJO9NQ
1294640,villa venice movie B&B,7039269,Siro,Isole,Lido,45.40755,12.37093,Private room,150,2,15,2022-10-31,0.11,1,353,0,
1295650,alloggi Venezia zona Biennale VE,1602219,Alfonso,Isole,Sant'Elena,45.42946,12.35996,Private room,100,4,4,2024-04-20,0.04,3,362,1,IT027042C1HY9EH5F4
1299880,"Coccolo: little, warm atmosphere",7067258,Iisa,Isole,Giudecca,45.42525,12.32112,Entire home/apt,132,5,24,2022-10-26,0.17,2,351,0,
1300085,"See-side Flat, terrace with view",7067258,Iisa,Isole,Lido,45.40596,12.36839,Entire home/apt,98,5,28,2024-10-28,0.22,2,269,3,
1316277,Ca' Riva San Marco,7161521,Luisa,Isole,Castello,45.4339,12.34773,Entire home/apt,180,1,42,2024-07-30,0.31,1,271,5,IT027042C2WOK5YL3I
1316352,Appart. à Venise avec vue sur canal,7217686,Giovanna,Isole,Dorsoduro,45.4317,12.31854,Entire home/apt,110,5,33,2024-10-27,0.24,1,295,4,027042-LOC-13816
1329522,Quintuple Room overlook Canal Grande with Private Terrace,571311,Debora,Isole,Cannaregio,45.43948,12.33635,Private room,,1,32,2022-11-24,0.23,7,0,0,
1344540,Nice room private,3161400,Gianni,Terraferma,Marghera Catene,45.4754,12.21335,Private room,66,3,198,2024-11-04,1.43,7,323,25,IT027042C2Y4AIS5J7
1345923,CasaGiulietta a Venezia,7125469,Luca,Isole,Castello,45.42971,12.35805,Entire home/apt,150,2,133,2024-06-28,0.96,1,163,4,IT027042C2C8F57C6Y
1350099,Ca' dei Fuseri,7325760,Stefano,Isole,San Marco,45.43409,12.33445,Hotel room,73,2,553,2024-11-17,5.19,4,275,75,IT027042B4UELUH7SK
1375939,Spectacular ancient house with private garden!,7455203,Alessandro E Anna,Isole,Cannaregio,45.44609,12.33262,Entire home/apt,310,3,146,2024-08-21,1.15,1,156,8,IT027042B43R7NUFHU
1389133,"1-Sunny w/ balcony,4 guests,S.Marco",6180481,Stefano.,Isole,Castello,45.43439,12.34184,Entire home/apt,153,3,268,2024-10-28,1.97,5,295,42,
1424680,Testa Apartment,7665431,Pierre,Isole,Cannaregio,45.44155,12.34032,Entire home/apt,80,3,18,2023-07-09,0.27,4,219,0,IT027042C2HJRVBCNU
1424715,Apartment in the heart of Venice,7665431,Pierre,Isole,Castello,45.43898,12.34084,Entire home/apt,99,1,129,2023-07-03,0.99,4,219,0,
1435089,CA' SOFIA,23309,Francesco E Nicola,Isole,Santa Croce,45.4419,12.32537,Entire home/apt,113,3,453,2024-11-17,3.84,1,214,59,IT027042C27P5BBXSA
1459783,Amazing flat for 2 close to Rialto,2508340,Giacomo,Isole,Santa Croce,45.44036,12.33094,Entire home/apt,96,2,540,2024-11-22,3.94,20,288,37,IT027042B4NU5ARVRQ
1464535,Vista sui tetti e su S.Marco,7846371,Franco,Isole,Castello,45.4348,12.34393,Entire home/apt,130,3,166,2024-11-02,1.21,1,170,12,IT027042C2WQZ4RXR6
1475848,Venice New Room with bathroom,716164,Daniele,Terraferma,Villaggio San Marco,45.48094,12.25977,Private room,53,2,578,2024-12-01,4.48,1,286,52,IT027042C2NJNADQG9
1478778,THE BEAUTIFUL HOME IN  LIDO OF VENICE!,5494967,Marta,Isole,Lido,45.40448,12.36656,Entire home/apt,210,2,170,2024-11-08,1.24,1,313,20,IT027042C2L9ZJFJ93
1482860,Santa Margherita Guesthouse double1,4474459,Maria Chiara,Isole,Dorsoduro,45.43336,12.32339,Hotel room,98,2,0,,,6,213,0,IT027042B4X8WC2J23
1484835,Lovely canal view and private terrace!,6019189,Federico,Isole,San Polo,45.43696,12.32415,Entire home/apt,95,3,193,2024-10-30,1.42,19,350,10,IT027042B47U4JUYBP
1486530,Sunny Terrace! Near Rialto and St.Mark,6019189,Federico,Isole,Castello,45.43766,12.34164,Entire home/apt,101,3,125,2024-11-19,0.92,19,322,1,027042-LOC-09046
